game_id,game_dt,game_ct,game_dy,start_game_tm,dh_fl,daynight_park_cd,away_team_id,home_team_id,park_id,away_start_pit_id,home_start_pit_id,base4_ump_id,base1_ump_id,base2_ump_id,base3_ump_id,lf_ump_id,rf_ump_id,attend_park_ct,scorer_record_id,translator_record_id,inputter_record_id,input_record_ts,edit_record_ts,method_record_cd,pitches_record_cd,temp_park_ct,wind_direction_park_cd,wind_speed_park_ct,field_park_cd,precip_park_cd,sky_park_cd,minutes_game_ct,inn_ct,away_score_ct,home_score_ct,away_hits_ct,home_hits_ct,away_err_ct,home_err_ct,away_lob_ct,home_lob_ct,win_pit_id,lose_pit_id,save_pit_id,gwrbi_bat_id,away_lineup1_bat_id,away_lineup1_fld_cd,away_lineup2_bat_id,away_lineup2_fld_cd,away_lineup3_bat_id,away_lineup3_fld_cd,away_lineup4_bat_id,away_lineup4_fld_cd,away_lineup5_bat_id,away_lineup5_fld_cd,away_lineup6_bat_id,away_lineup6_fld_cd,away_lineup7_bat_id,away_lineup7_fld_cd,away_lineup8_bat_id,away_lineup8_fld_cd,away_lineup9_bat_id,away_lineup9_fld_cd,home_lineup1_bat_id,home_lineup1_fld_cd,home_lineup2_bat_id,home_lineup2_fld_cd,home_lineup3_bat_id,home_lineup3_fld_cd,home_lineup4_bat_id,home_lineup4_fld_cd,home_lineup5_bat_id,home_lineup5_fld_cd,home_lineup6_bat_id,home_lineup6_fld_cd,home_lineup7_bat_id,home_lineup7_fld_cd,home_lineup8_bat_id,home_lineup8_fld_cd,home_lineup9_bat_id,home_lineup9_fld_cd,away_finish_pit_id,home_finish_pit_id,away_team_league_id,home_team_league_id,away_team_game_ct,home_team_game_ct,outs_ct,completion_tx,forfeit_tx,protest_tx,away_line_tx,home_line_tx,away_ab_ct,away_2b_ct,away_3b_ct,away_hr_ct,away_bi_ct,away_sh_ct,away_sf_ct,away_hp_ct,away_bb_ct,away_ibb_ct,away_so_ct,away_sb_ct,away_cs_ct,away_gdp_ct,away_xi_ct,away_pitcher_ct,away_er_ct,away_ter_ct,away_wp_ct,away_bk_ct,away_po_ct,away_a_ct,away_pb_ct,away_dp_ct,away_tp_ct,home_ab_ct,home_2b_ct,home_3b_ct,home_hr_ct,home_bi_ct,home_sh_ct,home_sf_ct,home_hp_ct,home_bb_ct,home_ibb_ct,home_so_ct,home_sb_ct,home_cs_ct,home_gdp_ct,home_xi_ct,home_pitcher_ct,home_er_ct,home_ter_ct,home_wp_ct,home_bk_ct,home_po_ct,home_a_ct,home_pb_ct,home_dp_ct,home_tp_ct,ump_home_name_tx,ump_1b_name_tx,ump_2b_name_tx,ump_3b_name_tx,ump_lf_name_tx,ump_rf_name_tx,away_manager_id,away_manager_name_tx,home_manager_id,home_manager_name_tx,win_pit_name_tx,lose_pit_name_tx,save_pit_name_tx,goahead_rbi_id,goahead_rbi_name_tx,away_lineup1_bat_name_tx,away_lineup2_bat_name_tx,away_lineup3_bat_name_tx,away_lineup4_bat_name_tx,away_lineup5_bat_name_tx,away_lineup6_bat_name_tx,away_lineup7_bat_name_tx,away_lineup8_bat_name_tx,away_lineup9_bat_name_tx,home_lineup1_bat_name_tx,home_lineup2_bat_name_tx,home_lineup3_bat_name_tx,home_lineup4_bat_name_tx,home_lineup5_bat_name_tx,home_lineup6_bat_name_tx,home_lineup7_bat_name_tx,home_lineup8_bat_name_tx,home_lineup9_bat_name_tx,add_info_tx,acq_info_tx
game id,date,game number (0 = no double header),day of week,start time,DH used flag,day/night flag,visiting team,home team,game site,vis. starting pitcher,home starting pitcher,home plate umpire,first base umpire,second base umpire,third base umpire,left field umpire,right field umpire,attendance,PS scorer,translator,inputter,input time,edit time,how scored,pitches entered?,temperature,wind direction,wind speed,field condition,precipitation,sky,time of game,number of innings,visitor final score,home final score,visitor hits,home hits,visitor errors,home errors,visitor left on base,home left on base,winning pitcher,losing pitcher,save for,GW RBI,visitor batter 1,visitor position 1,visitor batter 2,visitor position 2,visitor batter 3,visitor position 3,visitor batter 4,visitor position 4,visitor batter 5,visitor position 5,visitor batter 6,visitor position 6,visitor batter 7,visitor position 7,visitor batter 8,visitor position 8,visitor batter 9,visitor position 9,home batter 1,home position 1,home batter 2,home position 2,home batter 3,home position 3,home batter 4,home position 4,home batter 5,home position 5,home batter 6,home position 6,home batter 7,home position 7,home batter 8,home position 8,home batter 9,home position 9,visiting finisher (NULL if complete game),home finisher (NULL if complete game),visiting team league,home team league,visiting team game number,home team game number,length of game in outs,information on completion of game,information on forfeit of game,information on protest of game,visiting team linescore,home team linescore,visiting team AB,visiting team 2B,visiting team 3B,visiting team HR,visiting team RBI,visiting team SH,visiting team SF,visiting team HP,visiting team BB,visiting team IBB,visiting team SO,visiting team SB,visiting team CS,visiting team GDP,visiting team reach on interference,number of pitchers used by visiting team,visiting team individual ER allowed,visiting team team ER allowed,visiting team WP,visiting team BK,visiting team PO,visiting team A,visiting team PB,visiting team DP,visiting team TP,home team AB,home team 2B,home team 3B,home team HR,home team RBI,home team SH,home team SF,home team HP,home team BB,home team IBB,home team SO,home team SB,home team CS,home team GDP,home team reach on interference,number of pitchers used by home team,home team individual ER allowed,home team team ER allowed,home team WP,home team BK,home team PO,home team A,home team PB,home team DP,home team TP,home plate umpire name,first base umpire name,second base umpire name,third base umpire name,left field umpire name,right field umpire name,visitors manager ID,visitors manager name,home manager ID,home manager name,winning pitcher name,losing pitcher name,save pitcher name,batter with goahead RBI ID,batter with goahead RBI,visitor batter 1 name,visitor batter 2 name,visitor batter 3 name,visitor batter 4 name,visitor batter 5 name,visitor batter 6 name,visitor batter 7 name,visitor batter 8 name,visitor batter 9 name,home batter 1 name,home batter 2 name,home batter 3 name,home batter 4 name,home batter 5 name,home batter 6 name,home batter 7 name,home batter 8 name,home batter 9 name,additional information,acquisition information
